,country,description_reported,host_name,planting_date_reported,project_id_reported,site_id_reported,site_sqkm,trees_planted_reported,url,geometry_reported,Top_Three_NDVI_Months,survival_rate_reported,species_count_reported,species_planted_reported,intersecting_roads_count,total_road_length_km,built_area,loss_pre_5,loss_post_3,loss_post_5,tree_cover_area_2000,tree_cover_area_2005,tree_cover_area_2010,tree_cover_area_2015,tree_cover_area_2020,cropland gain from trees,cropland loss to tree,permanent water,short vegetation after tree loss
64,Brazil,"This planting area located in Serra Negra-SP/BR has 0.997Ha of pasture. The area consists of a hilltop, which recharges springs ahead. This planting reinforces the surrounding forest remnant, reducing the edge effect and increasing habitat of the fauna",Tree Nation,2022-03-17 13:05:26+00:00,214,897,0.027467518435453,2570,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.74585772966669,-22.63289870750881],[-46.745822090303214,-22.632929877495133],[-46.745795305456646,-22.632970046344145],[-46.74576859441177,-22.633023556733978],[-46.74575516510729,-22.633063676937223],[-46.74572395305637,-22.63306365257648],[-46.74568381276409,-22.6332018910152],[-46.74562588978864,-22.633295545789732],[-46.74551439747255,-22.633451636122736],[-46.7454341172554,-22.63371021046914],[-46.74547868456597,-22.63371469840977],[-46.74552775292555,-22.63371916236684],[-46.745563465867036,-22.63374594235896],[-46.74559017680272,-22.633759307869102],[-46.74561246052235,-22.63379498961164],[-46.74562588978864,-22.63383957378916],[-46.74563924527132,-22.63388864505918],[-46.745652600757545,-22.633933204606045],[-46.745670457269554,-22.633982251943152],[-46.74568831378791,-22.63403129929947],[-46.74569724204947,-22.634084785454505],[-46.745697242049474,-22.63412939348099],[-46.74574180959376,-22.634187367542893],[-46.74578637717763,-22.63427656002613],[-46.74579980649047,-22.63431670538609],[-46.745795305456646,-22.634356825675287],[-46.74575516510729,-22.63436575137828],[-46.74548761279023,-22.634276554576033],[-46.745126426803964,-22.634182916785946],[-46.7449659415259,-22.634062552790585],[-46.74501943656155,-22.633977825946857],[-46.74509521514415,-22.633870783350176],[-46.745121999617,-22.63378156855057],[-46.74514871031764,-22.633331246600058],[-46.7451621394598,-22.632675715025925],[-46.745175494819044,-22.6326177419319],[-46.74521563470464,-22.632599937836133],[-46.74526470280696,-22.632604401274115],[-46.74531369717054,-22.632631107537875],[-46.745389549984424,-22.63269356860341],[-46.745451973689654,-22.63274710299019],[-46.74555003661746,-22.63281392994647],[-46.745683812764085,-22.63285412347437],[-46.74585772966669,-22.63289870750881]]]}","[12, 5, 3]",,,,0,0,0,0,0,0,0.003602095993,0.003115761693,0.003602095993,0.00166973177,0.001828600071,0,0,0,0.001773495922
65,Brazil,"This planting area located in Serra Negra-SP/BR has 0.119Ha. The owner suffered from arson, losing his orchard. Sensitized, he destined this place, previously unused, for the planting of an orchard of species native to the Atlantic Forest.",Tree Nation,2022-03-17 17:13:21+00:00,214,898,0.004922218973595,180,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.74607178774267,-22.63445941225697],[-46.74600936326631,-22.634414754524464],[-46.74592908225721,-22.634334511772867],[-46.74588451454658,-22.63426314786512],[-46.74580866098442,-22.634124931652412],[-46.74577302165579,-22.634017910756576],[-46.74576409338076,-22.633951034879093],[-46.74578637717764,-22.63380835723385],[-46.74580866098442,-22.633736994220072],[-46.74583544583812,-22.633647851279243],[-46.74587108521108,-22.633558610984185],[-46.74590229735353,-22.633473931020482],[-46.74592908225721,-22.633411494558555],[-46.74595136612738,-22.633380300471007],[-46.7459558671752,-22.63348732141658],[-46.74596479548437,-22.633656730572373],[-46.74598257831976,-22.633826188045596],[-46.7459915066337,-22.63404915625235],[-46.7459915066337,-22.634200736721972],[-46.74600936326631,-22.634281002714843],[-46.746045002762806,-22.63437463421269],[-46.74607178774267,-22.63445941225697]]]}","[12, 5, 3]",,,,0,0,0,0,0,0,0.00165028152,0.00165028152,0.00165028152,0.001209340822,0.00165028152,0,0,0,0
66,Brazil,"The restoration area is located in Monte Alegre do Sul-SP/BR, has 0.748Ha and used to be a pasture. Restoring the property's spring and stream, we protect water resources, control erosion processes and guarantee a source of food and water for the fauna",Tree Nation,2022-08-19 13:14:00+00:00,214,942,0.017881112213055,1200,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.64801612608667,-22.71175339681914],[-46.6479670796003,-22.711789100908668],[-46.64783776206853,-22.71162414568111],[-46.64771293709225,-22.711682058067872],[-46.647757491104,-22.712573888940454],[-46.64733389820718,-22.712596182442258],[-46.64727144948889,-22.71198977209365],[-46.64729825529707,-22.71162855059583],[-46.64726703095046,-22.711575088989512],[-46.64716893949807,-22.711748995626415],[-46.64709308813176,-22.711713313635666],[-46.64726703095045,-22.711485892460363],[-46.64785116512289,-22.711490313145394],[-46.64788680842782,-22.711579500089478],[-46.64801612608667,-22.71175339681914]]]}","[4, 12, 3]",,,,0,0,0,0,0,0,0.001179507731,0.001179507731,0.001179507731,0.001179507731,0.001179507731,0,0,0,0
67,Brazil,"This plantation located in Toledo-MG/BR has an area of Ã¢ÂÂÃ¢ÂÂ0.399 hectares already isolated from cattle, forming a fragment, which is why we have increased its diversity. Inside this fragment there is a water source that is responsible",Tree Nation,2023-01-02 15:01:04+00:00,214,1043,0.009997158859094,120,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.44886819996124,-22.677975707873657],[-46.44873001132709,-22.678015864131225],[-46.44854715403127,-22.678020314829748],[-46.44831977526552,-22.67799803068794],[-46.448230584396775,-22.67801588083884],[-46.44813691948843,-22.678091691637096],[-46.44773563668027,-22.678220997040107],[-46.447757934158915,-22.67808725195925],[-46.44774451166234,-22.67799357442352],[-46.44775345999298,-22.677998051369595],[-46.447744511662336,-22.67798465337419],[-46.44845796275193,-22.67747627971372],[-46.44841344052062,-22.677574441066056],[-46.448431264077925,-22.677668084360754],[-46.44849815748617,-22.677775058983293],[-46.44855162826909,-22.677859797057685],[-46.44863187122615,-22.677890996357828],[-46.44886819996124,-22.677975707873657]]]}","[12, 2, 4]",,,,0,0,0,0,,,0.00000972,0.00000972,0.00000972,0.00000972,0.00000972,0,0,0,0
68,Brazil,"This plantation located in Toledo-MG/BR has an area of Ã¢ÂÂÃ¢ÂÂ0.568 hectares partially protected. The area has a spring that supplies several residences around, including the owners. They saw the importance of this area and protected it",Tree Nation,2023-01-02 15:39:40+00:00,214,1044,0.015946756104896,1050,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.448894972220096,-22.679844065144753],[-46.448828078274445,-22.67990209395806],[-46.448734485581475,-22.679942244039403],[-46.44860517245815,-22.68000461917058],[-46.448391142746054,-22.680075983779965],[-46.44825735631002,-22.68012059821295],[-46.4481770406138,-22.680133904904665],[-46.44798083615167,-22.680138404578912],[-46.44753495982546,-22.68027662373985],[-46.447557257213504,-22.680187484503996],[-46.447557257213504,-22.680098274016178],[-46.44751713659159,-22.680013553181347],[-46.44747254186179,-22.67995110856086],[-46.44741012397701,-22.679884231267998],[-46.447343232042336,-22.67980844282874],[-46.448221635979685,-22.679647882657747],[-46.448301951748434,-22.67970144762704],[-46.44848473478843,-22.6798307205662],[-46.448587275489864,-22.679870841315715],[-46.448894972220096,-22.679844065144753]]]}","[12, 4, 11]",,,,0,0,0,0,,,0.001652981567,0.001652981567,0.001652981567,0.001652981567,0.001652981567,0,0,0,0
69,Brazil,"This plantation located in Toledo-MG/BR has an area of Ã¢ÂÂÃ¢ÂÂ0.328 hectares previously used as pasture. The goal of the owners is to protect a spring and part of the stream that supplies homes, irrigation systems and drinking fountains",Tree Nation,2023-01-02 16:14:59+00:00,214,1045,0.013752475265809,850,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.44445816350558,-22.679527537447076],[-46.44407025874027,-22.679826257380746],[-46.443972127898554,-22.67963901769601],[-46.44390076680355,-22.679527484857587],[-46.443847301055854,-22.679500768518583],[-46.44373582259115,-22.679536454786778],[-46.44350391885444,-22.679683562678598],[-46.44339691493579,-22.67981286888176],[-46.44350391885444,-22.68000463306054],[-46.44362881816998,-22.680102728472832],[-46.443869596779,-22.680156255940705],[-46.44394535830818,-22.68020531007923],[-46.443856175339185,-22.680347970649173],[-46.443798235832155,-22.680441656223195],[-46.443530688205506,-22.680129511834146],[-46.44324979409379,-22.679670196242434],[-46.44349057085467,-22.67958548952705],[-46.4434950446344,-22.679545373268247],[-46.44401224564062,-22.67911727471034],[-46.44445816350558,-22.679527537447076]]]}","[4, 12, 2]",,,,0,0,0,0,,,0.000382,0.000382,0.000382,0.000382,0.000382,0,0,0,0
70,Brazil,"Area of 8 hectares located in Bairro Moinho I, in the municipality of NazarÃÂ© Paulista, SP, Brazil. Tree planting has already taken place, with 3 hectares planted by the Sowing Water Project. The expected trees are intended for the maintenance of t",Tree Nation,2019-10-20 23:17:37+00:00,230,442,0.249658717060383,459,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.34963536591664,-23.200082950501763],[-46.34831549570336,-23.200479838347995],[-46.34787849918067,-23.200568987441105],[-46.34729884429626,-23.200716183861747],[-46.34678155987423,-23.200854408565604],[-46.34655860296473,-23.20088116614325],[-46.346300000567915,-23.20087219984062],[-46.34622416949765,-23.200823173858257],[-46.34623756435966,-23.20073402211795],[-46.34638468849419,-23.200332692752042],[-46.34658092788874,-23.19969054375283],[-46.34662103958098,-23.198892417062336],[-46.346728053051535,-23.198406348427326],[-46.34691089876838,-23.198232450788176],[-46.347169504380815,-23.198112043625766],[-46.34779380867942,-23.197875747497374],[-46.34881940070613,-23.1974208941699],[-46.34912259531158,-23.197942562955415],[-46.34947483629958,-23.199119823953875],[-46.34963536591664,-23.200082950501763]]]}","[4, 12, 11]",,,,0,0,121.4666667,0,0,0,0.0431074263,0.04767325093,0.05426043635,0.0550838329,0.05590722944,0,0,0,0
71,Brazil,"This is an area of 5.6 hectares that was planted with support from the Tree Nation. The expected trees are intended to maintenance, replacement and enrich the ecological restoration of the area",Tree Nation,2019-10-20 23:43:11+00:00,230,444,0.145176900901462,12500,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.37598425922252,-23.191503698391607],[-46.373598588318195,-23.190495898671774],[-46.37343358625442,-23.19040221509079],[-46.37317498892686,-23.190335394269766],[-46.37363872205964,-23.190741148011142],[-46.37330432403887,-23.19057169241429],[-46.373157192559226,-23.190406750313585],[-46.37299665936115,-23.19025066840146],[-46.37273352373292,-23.19022831425121],[-46.37254626107734,-23.19008562796293],[-46.372465995409584,-23.18994745399638],[-46.37260426335672,-23.189795802535045],[-46.37285392293839,-23.189639738697355],[-46.3732240571343,-23.189483699155648],[-46.37338905849536,-23.189340977303083],[-46.37354959297385,-23.189229553350657],[-46.373830456334595,-23.18910461881051],[-46.374401269367354,-23.189028894149452],[-46.374597474144714,-23.189051128657933],[-46.37484267628777,-23.18917153354181],[-46.37508795289176,-23.18937221650727],[-46.3752172930326,-23.18952826323173],[-46.375538301204536,-23.189902819953822],[-46.375636442382394,-23.190085657044353],[-46.37573897815045,-23.190388904283175],[-46.375886117350916,-23.19111127220606],[-46.37598425922252,-23.191503698391607]]]}","[4, 2, 11]",,,,0,0,0,0,0,0,0.009681187761,0.009681187761,0.009681187761,0.009681187761,0.009681187761,0,0,0.0000129,0
72,Brazil,This is an area of 9.9 hectares where planting was already done. The expected trees are intended to enrich the ecological restoration of the area.,Tree Nation,2019-10-20 23:58:54+00:00,230,445,0.287328647001534,6208,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.36841267625585,-23.199026128794756],[-46.3681808337749,-23.199217939970808],[-46.36801584988279,-23.199770849911317],[-46.367547629636164,-23.20019443305465],[-46.367159670725414,-23.200506608197163],[-46.36677171487495,-23.200618056685443],[-46.366468484620555,-23.200167676145615],[-46.36616972300111,-23.200011621751564],[-46.36589329689374,-23.199806519192578],[-46.36581304208181,-23.199454210720283],[-46.36570152032976,-23.198986001101222],[-46.36567925994465,-23.198624863868396],[-46.365737180901895,-23.19852228093019],[-46.3656613930639,-23.198401883810583],[-46.36562573254673,-23.198401896591957],[-46.36552314463228,-23.198366192643917],[-46.36539829667389,-23.198276991859025],[-46.365135201691416,-23.19800944409721],[-46.36505494811665,-23.197880184676624],[-46.36501035471793,-23.197643848330962],[-46.36508174810972,-23.197309389516075],[-46.365063881446055,-23.19710873747862],[-46.36498362798767,-23.196952658566026],[-46.36493903465362,-23.196783228978965],[-46.36489444136001,-23.196694043253967],[-46.364845381461365,-23.196618248165333],[-46.36475619508443,-23.196560278675857],[-46.36462688244754,-23.196426481115854],[-46.364622415822325,-23.19627931227905],[-46.36469380865091,-23.196265973235825],[-46.36477852827531,-23.196158941445862],[-46.36487218134023,-23.196034116661156],[-46.365010354717924,-23.19597163119185],[-46.36528238240156,-23.196007323159172],[-46.36554994488049,-23.196025163056575],[-46.365656926344734,-23.196087606645992],[-46.36565245962596,-23.196252570075686],[-46.365505351032915,-23.196448830082623],[-46.36549195091913,-23.19658258418576],[-46.36563913269697,-23.196823380703574],[-46.36581304208181,-23.196890225846914],[-46.366200990369876,-23.196676194347056],[-46.36663346332205,-23.1963373336198],[-46.36692336731665,-23.19604748015276],[-46.36703035176856,-23.195971686403684],[-46.367418309659215,-23.196381924055753],[-46.36748069954901,-23.196618245425604],[-46.36757435775987,-23.196943721224674],[-46.36720426607308,-23.1973763210979],[-46.36711507541819,-23.197452094057333],[-46.36712847597424,-23.197617066156237],[-46.36744503771265,-23.19783557805691],[-46.367672483050896,-23.19802289411863],[-46.36779733678258,-23.198205678828824],[-46.36777946913234,-23.198343911299588],[-46.367641214746605,-23.19856237137916],[-46.367654615446014,-23.19866942524987],[-46.36753869585559,-23.198745250198485],[-46.36749856709071,-23.19885223866645],[-46.36732018487528,-23.19886561729195],[-46.367190865496376,-23.198874547098313],[-46.36707494699897,-23.19893696036779],[-46.367088347544076,-23.19896818977451],[-46.36724886146117,-23.198954805658815],[-46.36727558942252,-23.199070736587835],[-46.36736478036849,-23.19917778380639],[-46.36759222533559,-23.199146546594253],[-46.367850793315924,-23.199057331115704],[-46.36806037277828,-23.19900832634694],[-46.368305688797044,-23.19901725266468],[-46.36841267625585,-23.199026128794756]]]}","[4, 2, 12]",,,,0,0,21.55294118,0,0,0,0.05168385141,0.04935249306,0.04479634471,0.04482540645,0.04443468962,0,0,0.000242,0
73,Brazil,This is an area of 28.5 hectares that had already been restored. About 2.5 hectares were planted with support from Tree Nation.,Tree Nation,2019-10-21 00:18:38+00:00,230,446,0.800823954440017,4202,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-46.393000183868075,-23.238743415653204],[-46.39283519002083,-23.23947464015331],[-46.39264792413925,-23.239893838372506],[-46.392291124528256,-23.24024607230381],[-46.39177834866995,-23.240308480761627],[-46.39186311493512,-23.24013015741367],[-46.39189879446979,-23.239510328593138],[-46.39177834866995,-23.239340894572436],[-46.39150192520789,-23.239193728633857],[-46.39105597310808,-23.239193725224556],[-46.39062790098798,-23.23935426766268],[-46.39000810779883,-23.23954154591016],[-46.38947301130159,-23.239666417561363],[-46.38888444117467,-23.239871570073603],[-46.388384960618524,-23.24000974571158],[-46.387693842608115,-23.240250518789658],[-46.38732374608905,-23.240362026405503],[-46.38687336318328,-23.240326378539063],[-46.38672619113273,-23.240263939706356],[-46.38646759720663,-23.240112329861606],[-46.38619559888551,-23.239858133389454],[-46.38577196431019,-23.239447945919984],[-46.38564706496263,-23.239340851243572],[-46.38548656427215,-23.239153593301367],[-46.385450889383726,-23.238930640809976],[-46.38553117623265,-23.23865863537902],[-46.385669407637906,-23.238319782684503],[-46.38575409013194,-23.23803435792116],[-46.38572288359037,-23.23783368559547],[-46.385651533496876,-23.23765982307279],[-46.38550443835327,-23.237419049175813],[-46.38530819008858,-23.237231700564855],[-46.385107547374794,-23.2370622657295],[-46.3847909452378,-23.236754604958126],[-46.38460363669526,-23.236589631381356],[-46.38447881356479,-23.23639788059351],[-46.38442533896372,-23.23609018798562],[-46.384523424612034,-23.23582266498854],[-46.38627134510244,-23.235907396024412],[-46.3865879567602,-23.235831567275767],[-46.38672619113273,-23.23576467778905],[-46.38704727437655,-23.23563535744196],[-46.38706507576755,-23.235978735497493],[-46.387056138442865,-23.23628641362366],[-46.38699372372883,-23.236643125370822],[-46.38704727437655,-23.23710688643863],[-46.38698039101848,-23.237615261425738],[-46.38735048495651,-23.237815887771777],[-46.3875288665398,-23.23784262378565],[-46.38770717551166,-23.237686542771247],[-46.38787662091366,-23.237236208423973],[-46.388063941909174,-23.23689283163638],[-46.38835822118926,-23.236727856256742],[-46.38896466036338,-23.236424665764147],[-46.38954883582129,-23.23610804830405],[-46.38987880204729,-23.235934139668387],[-46.390017045659356,-23.235885081084653],[-46.39014188283171,-23.235867284474445],[-46.39019536364207,-23.235902938263028],[-46.390257782414714,-23.236072340962796],[-46.39035148398371,-23.236353335554615],[-46.390543210110955,-23.236580735982557],[-46.39078841843914,-23.23671001037088],[-46.39096681247777,-23.236710055934033],[-46.39143950485819,-23.23652277810813],[-46.39178281776067,-23.2366118949483],[-46.39208158838453,-23.236781343688165],[-46.392197492532866,-23.237191610675428],[-46.392581033173414,-23.23741904825232],[-46.39256315652322,-23.237664272416296],[-46.39269246932353,-23.237878315254026],[-46.393000183868075,-23.238743415653204]]]}","[4, 2, 6]",,,,0,0,0,31.6358361098346,0,0,0.1654948254,0.1783683832,0.1805344549,0.2081993139,0.2090224848,0,0,0,0
74,Brazil,"The Rioterra Study Center will plant 40.000 trees in an area with 28 hectares, in Rio Preto JacundÃÂ¡ Extractive Reserve, Amazon, RondÃÂ´nia, Brazil, with goal to fix carbon and recover areas of illegal deforestation.",Tree Nation,2020-01-30 15:17:10+00:00,287,499,3.99839175710843,40000,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-62.32925213748008,-9.108761771400562],[-62.32916289146833,-9.108864344822114],[-62.32905592163057,-9.108917847095002],[-62.32894438661785,-9.108966930574129],[-62.328810652107364,-9.10901594946908],[-62.32872588202191,-9.109096224965365],[-62.32866349054738,-9.10919878628029],[-62.328529756237195,-9.10927459020289],[-62.32846727531372,-9.109381570230132],[-62.32838259489765,-9.109484135933554],[-62.32832458972984,-9.109564392251508],[-62.32823990937819,-9.109644674908736],[-62.32812837485076,-9.109747252200663],[-62.328016929903654,-9.109823051304513],[-62.32793216017699,-9.10995239501357],[-62.32787424466242,-9.110032658624856],[-62.32783852861213,-9.110135193804604],[-62.3277806131265,-9.110242243021638],[-62.327695843506646,-9.1103448013332],[-62.32763792806508,-9.110451774316235],[-62.32757992312762,-9.110554313898538],[-62.32757106126376,-9.11068812615804],[-62.3275665855751,-9.11079070483947],[-62.3275576341981,-9.110897724406897],[-62.32754868282152,-9.111058239429996],[-62.32753982095913,-9.111187550102692],[-62.3275085806597,-9.111294574212591],[-62.327472954192785,-9.111423903817892],[-62.327441713904506,-9.111526425679772],[-62.32741047362143,-9.111606664124219],[-62.327405997936594,-9.111709243971578],[-62.32734808258455,-9.11181179192667],[-62.32731236663448,-9.111918831220848],[-62.32725445131134,-9.112021379294081],[-62.32724997563024,-9.112150745768831],[-62.327214259698856,-9.112279992759465],[-62.327205397852275,-9.112436091498429],[-62.32719644649251,-9.11259218321801],[-62.32718749513318,-9.11272148887928],[-62.327178633287865,-9.112904298646018],[-62.32714739304862,-9.112980111876368],[-62.32711615281458,-9.113082635324007],[-62.32708500209928,-9.113185242523338],[-62.327026997332865,-9.11328778430265],[-62.326946703727494,-9.113336832905377],[-62.3268129706417,-9.11338584868615],[-62.326732677127985,-9.113408186924213],[-62.32657665538194,-9.113425993269223],[-62.32646959750624,-9.113475059632018],[-62.326362629204866,-9.11355084344865],[-62.326286811542026,-9.113573166933392],[-62.32617527817639,-9.113644531488037],[-62.32609507444885,-9.113693586896781],[-62.32596572810788,-9.113742580003867],[-62.32585876009402,-9.11381393714197],[-62.325729413916115,-9.113836219825986],[-62.325622356524256,-9.113858575318602],[-62.32551986434602,-9.113880847293483],[-62.32536375409666,-9.113876361123072],[-62.32528793683781,-9.113871897649958],[-62.32518096921072,-9.113894183905026],[-62.32507838776126,-9.113916524596124],[-62.32497133074123,-9.11396558975923],[-62.32481531046117,-9.113987820582949],[-62.32468596500331,-9.113983392447956],[-62.32455661963471,-9.113978964260621],[-62.32435154698759,-9.11397000328531],[-62.32424896599208,-9.113965557236575],[-62.32403941807718,-9.113987822940492],[-62.32393683725252,-9.11398337677009],[-62.32383425648401,-9.114005716743241],[-62.32372728968662,-9.114028002118555],[-62.323624709032835,-9.114077051802774],[-62.3235176528432,-9.114121613322123],[-62.32341516181596,-9.114143960346391],[-62.32328581732448,-9.114139455119284],[-62.323183236912364,-9.11413943475713],[-62.32308074606804,-9.114081499690895],[-62.32300931580096,-9.114001234492148],[-62.32293358900618,-9.113898715088869],[-62.32290682505177,-9.113898656388097],[-62.3229335890062,-9.113871929136167],[-62.32299150299423,-9.113773809627125],[-62.32307179490527,-9.113644482211583],[-62.32315208685069,-9.113595436155723],[-62.32323228931884,-9.11352409929704],[-62.32331258133304,-9.113448343587802],[-62.32337058494999,-9.113345728995927],[-62.32347307595285,-9.113296672097114],[-62.32358013211701,-9.113252110460476],[-62.32368709883041,-9.11317632940093],[-62.32374062696597,-9.113073729184503],[-62.32379863071543,-9.112971190859312],[-62.323829870396565,-9.112868594177835],[-62.32380749240095,-9.112766026111823],[-62.323838732083566,-9.112663505982296],[-62.32389226026245,-9.112560982463291],[-62.32395026405884,-9.112458368190577],[-62.3239814142532,-9.112355840963703],[-62.32401265396481,-9.112253244861781],[-62.32404389368162,-9.11215072516785],[-62.32407504389154,-9.11201691033891],[-62.32407504389154,-9.111941132653014],[-62.324106283618754,-9.111838536967957],[-62.32413752335119,-9.111731515303623],[-62.32419543771132,-9.111602261550809],[-62.3241731491842,-9.111499702610885],[-62.32412857213792,-9.111365936248333],[-62.324106283618754,-9.111258875379013],[-62.32408399510225,-9.1111518910159],[-62.32409294631337,-9.11099580612352],[-62.32412409653145,-9.11086199313941],[-62.32415533626685,-9.11073269000438],[-62.32418657600745,-9.110652454681341],[-62.32426677891834,-9.110549907151722],[-62.32432478283065,-9.110447294529097],[-62.32440955092612,-9.11031803118553],[-62.32444070119683,-9.110237788709894],[-62.32449870516296,-9.110130750241447],[-62.32452546934474,-9.110028170950045],[-62.324561095251504,-9.109840927560706],[-62.32459233505974,-9.109760616431169],[-62.32459681067739,-9.109626830896786],[-62.3246280504916,-9.109524313848627],[-62.32468596500331,-9.109417268611374],[-62.32479749748278,-9.109314695585795],[-62.32496246900068,-9.109212153950606],[-62.325100676396026,-9.109082846313378],[-62.32514972930438,-9.109082823342305],[-62.32533698979517,-9.109060554575752],[-62.32539051840196,-9.109038234550841],[-62.32539946967549,-9.108904511202033],[-62.32543062011071,-9.108770700191153],[-62.325435095748375,-9.108659197876186],[-62.325444047024035,-9.108525475167653],[-62.325448522662036,-9.108418475438675],[-62.32547967310539,-9.108311449536881],[-62.32551538870634,-9.10815092407147],[-62.32554662867363,-9.108066187869545],[-62.32560454346916,-9.107932358995445],[-62.32566254779547,-9.10782539810778],[-62.3256936982744,-9.107718372761534],[-62.32572493827141,-9.10763806271183],[-62.32583638185616,-9.107615834683013],[-62.32597020375834,-9.10756674892418],[-62.326103936242966,-9.107571224111394],[-62.32615746506877,-9.107544477790752],[-62.32626452276622,-9.107517692999233],[-62.3263982554608,-9.1075221679998],[-62.326509788959086,-9.107473086283605],[-62.326621233010414,-9.10739286329565],[-62.32657217971701,-9.1072858265672],[-62.32652312643645,-9.107174364198729],[-62.32650531329577,-9.107062868018994],[-62.32653646391475,-9.106951417006197],[-62.32664799749526,-9.10687562733392],[-62.32678173046339,-9.106880025163823],[-62.32691107736734,-9.106938013268365],[-62.32704481052311,-9.106942487353232],[-62.327125104170506,-9.106946931268139],[-62.327183108967276,-9.106835467700797],[-62.32721873537911,-9.106728427468354],[-62.327223211059476,-9.106616926751771],[-62.32722768673994,-9.106509928363494],[-62.32723654858757,-9.10639848219299],[-62.327294553418824,-9.106318228950315],[-62.3274282868481,-9.106322625888648],[-62.32753534527121,-9.106353910049851],[-62.32766469269505,-9.106438604978118],[-62.327767186045826,-9.1064965281984],[-62.32786976896652,-9.106527750974974],[-62.32799911662106,-9.106616948529279],[-62.328079321163074,-9.106674953179688],[-62.328150663848135,-9.106786410806796],[-62.32819971755449,-9.10689787350007],[-62.32827106028535,-9.1069826235369],[-62.328315727830784,-9.107120816953593],[-62.32836469206617,-9.1072323493768],[-62.3284093596339,-9.107343835152273],[-62.32840040821667,-9.107482061070227],[-62.32844946198834,-9.10756674058167],[-62.32852528052566,-9.107678261878332],[-62.32859662338037,-9.107762937077743],[-62.32866796626223,-9.107901182148423],[-62.32874378488788,-9.1079859193723],[-62.32881512782571,-9.108097380143482],[-62.32889094651084,-9.108177615442946],[-62.3289666757122,-9.108262345898025],[-62.3290113434233,-9.108373834042032],[-62.32902915680205,-9.108507617204106],[-62.329127264687145,-9.108650347542266],[-62.32920308349846,-9.108650304402154],[-62.32925213748008,-9.108761771400562]]]}","[6, 5, 7]",,,,0,0,0,0,0,0,0.2814395581,0.1818831021,0.006603439555,0.002167676323,0.00266630512,0,0,0,0.280708919
75,Brazil,"5396 trees are planted on the Santa Luzia farm of 4,86ha (owned by farmer Amarildo Bonadeu) located in a legal reserve area (RL) near the town of Machadinho D'oeste. The goal is to encourage the development of sustainable family farming.",Tree Nation,2022-01-05 15:32:24+00:00,287,839,1.52710377332302,5396,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-62.24969725044697,-9.214041184108048],[-62.24220599307255,-9.214125893122247],[-62.24280796669055,-9.212725713990618],[-62.249309370793696,-9.21286395866833],[-62.24947436494597,-9.213443630974561],[-62.24969725044697,-9.214041184108048]]]}","[6, 5, 7]",,,,0,0,0,10270.9918421607,0,0,0.1095364862,0.1095364862,0.1095364862,0.1082140978,0.03544823809,0,0,0,0.09584184139
76,Brazil,"3063 trees are planted on the Sitio Castanheira farm of 2,76 ha located in a permanent preservation area (APP) near the town of ItapuÃÂ£ do Oeste.  The goal is to encourage the development of sustainable family.",Tree Nation,2022-01-05 16:10:53+00:00,287,840,0.859114751165067,3063,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-63.21765216804379,-9.089016890555282],[-63.21754517695752,-9.095121434504831],[-63.21668898041964,-9.09513922583248],[-63.21701004249158,-9.0890792963649],[-63.21765216804379,-9.089016890555282]]]}","[5, 6, 7]",,,,0,0,85.90980392,0,0,0,0.01704792036,0.004903472769,0.008487583826,0.0000796,0,0,0,0,0.01704792036
77,Brazil,"3000 trees are planted on the Sitio Santa Clara farm of 5,1 ha located in a permanent preservation area (APP) near the town of ItapuÃÂ£ do Oeste. The goal is to encourage the development of sustainable family farming.",Tree Nation,2022-01-05 16:29:45+00:00,287,841,1.00303971064858,3000,https://tree-nation.com/projects,"{""type"":""Polygon"",""coordinates"":[[[-63.235359280821356,-9.381328833335],[-63.235354785034644,-9.381917389746064],[-63.23473050098255,-9.382274143059583],[-63.2337228205187,-9.382657624280192],[-63.232746255137535,-9.382720051747084],[-63.2331297415332,-9.380793726383965],[-63.23531917840713,-9.379460451212305],[-63.235341387590786,-9.380347810932793],[-63.235354785034644,-9.380909664361228],[-63.235359280821356,-9.381328833335]]]}","[7, 6, 9]",,,,0,0,0,1033.19463570389,0,0,0.06632717259,0.06632717259,0.06632717259,0.06632717259,0.06388086702,0,0,0,0.003906481224
