status,data.forests.id,data.forests.name,data.forests.short_desc,data.forests.location_desc,data.forests.total_surface,data.forests.reforested_surface,data.forests.occupied_surface,data.forests.main_image,data.forests.available,data.forests.offset_type,data.forests.timeline_formula,data.forests.co2_years,data.forests.co2_sqm,data.forests.forest_slug,data.forests.captured_co2,data.forests.coordinates
200,1001216,"Distribution of ONIL Stoves – Mexico, San Felipe Usila 1","Distribution of ONIL Stoves – Mexico Project will involve the distribution and installation of ONIL stoves for use by households in the United Mexican States. This Project includes 13,859 improved cook stoves benefiting families throughout the country.","Ciudad de México, Mexico",0,0,0,https://statics.reforestum.com/forests/headers/default/09.jpg,FALSE,VCU,NA,0,NA,distribution-of-onil-stoves-mexico-san-felipe-usil,0,
200,1001472,"Wind Power Project at Chikodi, Karnataka","The project activity will generate emission reductions by avoiding CO2 emissions from the same amount of electricity generation from the Southern Grid, which is mainly composed of traditional thermal power plants. Project proponent has selected Gamesha make G97 model, 2 MW each (9 WTGs). The project activity is generating electricity from wind energy for which GHG emission is nil. The generated electricity is supplied to KPTCL.","Karnataka, India",0,0,0,https://statics.reforestum.com/forests/headers/default/04.jpg,FALSE,VCU,NA,0,NA,wind-power-project-at-chikodi-karnataka,0,
200,1001728,Bundled Wind Power Project by Mytrah Group,"The purpose of the project activity is to generate electrical energy using renewable energy source (wind) and selling the generated electrical energy to the respective state utility. The project activity generates electricity using wind potential and converts it into kinetic energy using Wind turbines, which drives the alternators to generate energy. The generated electricity is exported to the regional grid system which is under the purview of the Indian grid of India.","Madhya Pradesh, India",0,0,0,https://statics.reforestum.com/forests/headers/default/07.jpg,FALSE,VCU,NA,0,NA,bundled-wind-power-project-by-mytrah-group,0,
200,2002021120,Bosque Ros Roca – El Bruc,"The project ""Bosque Ros Roca – El Bruc"" is located in El Bruc, in the province of Barcelona. With a total area of 3.3 hectares, it is expected to absorb 416.0 tons of CO2 in 50 years. The project consists of a reforestation in an area burned by plantation of Crataegus monogyna, Pinus pina, Pinus halepensis, Prunus dulcis, Quercus faginea, Quercus ilex ssp. ballota and Arbutus unedo.","El Bruc, Barcelona, Spain",30000,30000,30000,https://statics.reforestum.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,50,0.01260606060606060501,bosque-ros-roca-–-el-bruc,0,
200,2002022144,Bosque Orange Teruel 3,"The project ""Bosque Orange Teruel 3"" is located in Ejulve, in the province of Teruel. With a total area of 15.32 hectares, it is expected to absorb 3583.0 tons of CO2 in 50 years. It is a multi-specific plantation in land affected by fire in the municiapal term of Ejulve (Teruel).","Ejulve, Teruel, Spain",153200,153200,153200,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,50,0.02126157132684547771,bosque-orange-teruel-3,0,
200,100352,"FUEL SWITCHING AT ATOCONGO CEMENT PLANT AND NATURAL GAS PIPELINE EXTENSION,",The Project consists in switching from coal to natural gas in the two cements kilns at the Atocongo Cement Plant. The project has installed natural gas burners in the cement kilns and has also constructed a natural gas pipeline from a distribution point located 3.5 km south-west from the Atocongo Cement Plant. Cementos Lima S.A. has implemented a regulation and measurement station at the site in order to get the required supply of natural gas.,"Lima, Peru",0,0,0,https://statics.reforestum.com/forests/headers/default/05.jpg,FALSE,VCU,NA,0,NA,fuel-switching-at-atocongo-cement-plant-and-natura,0,
200,100608,Grid -connected electricity generation from 23.75MW  wind energy by GACL in,The proposed project activity is an initiative by GACL towards clean electricity generation utilizing renewable energy source i.e. wind. This is a part of the long-term strategy to reduce dependency on the grid electricity and replace it by cleaner and environment friendly technologies; GACL has implemented the scheme of installing wind power generators.   The project consists of 19 Wind Turbine Generators of 1.25 MW totalling to 23.,"Gujarat, India",0,0,0,https://statics.reforestum.com/forests/headers/default/03.jpg,FALSE,VCU,NA,0,NA,grid-connected-electricity-generation-from-23-75mw,0,
200,3005440,"Gs1247 Vpa 115 Improved Kitchen Regimes Multi-Country Poa - Dowa Boreholes, Malawi",NA,Malawi,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-115-improved-kitchen-regimes-multi-country-poa-dowa-boreholes-malawi,0,
200,3005952,Gs1247 Vpa 123 Zoba Anseba Community Safe Water,NA,Eritrea,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-123-zoba-anseba-community-safe-water,0,
200,3007744,West Huaybong 2 Wind Farm Project,NA,Thailand,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,west-huaybong-2-wind-farm-project,0,
200,30011136,Gs10959 Vpa05 Safe Water Project In Rwanda V,NA,Rwanda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs10959-vpa05-safe-water-project-in-rwanda-v,0,
200,1001217,Electricity Generation through Wind Power by SRHHL,"The project activity consists of setting up of Wind Turbine Generators (WTG) of a total capacity of 4.95 MW (1.65 MW * 3 no’s) in Tamilnadu by Sree Rayalaseema Hi-Strength Hypo Limited, (hereafter referred as SRHHL). The WTGs in the project activity are manufactured by Vestas Wind Technology India Private Limited. The project activity forms a part of the southern grid of India.","Tamil Nadu, India",0,0,0,https://statics.reforestum.com/forests/headers/default/01.jpg,FALSE,VCU,NA,0,NA,electricity-generation-through-wind-power-by-srhhl,0,
200,1001473,Hydroelectric Project MULATOS II,NA,"Antioquia, Colombia",0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/forests/headers/default/02.jpg,FALSE,VCU,NA,0,NA,hydroelectric-project-mulatos-ii,0,
200,1001985,"100 MW Bundled Wind Power Project in Anantapuram, Andhra Pradesh","The project activity consists of a bundle of 50 Wind Electric Generators (WEG) of Gamesa Wind Turbines Private Limited make in Anantapuram District, Andhra Pradesh. 40 machines of 2 MW capacity have been set up by Guttaseema Wind Energy Company Private Limited (GWECPL) and the other 10 machines of 2 MW have been setup by Vayuputhra Energy Private Limited (VEPL).","Andhra Pradesh, India",0,0,0,https://statics.reforestum.com/forests/headers/default/07.jpg,FALSE,VCU,NA,0,NA,100-mw-bundled-wind-power-project-in-anantapuram-a,0,
200,100353,Composting of Municipal organic waste in Mahajanga (Madagascar),The objective of the proposed project is the implementation of a composting plant for the organic fraction of the domestic waste on the existing landfill site of Mahajanga city(Madagascar).,"Boeny, Madagascar",0,0,0,https://statics.reforestum.com/forests/headers/default/02.jpg,FALSE,VCU,NA,0,NA,composting-of-municipal-organic-waste-in-mahajanga,0,
200,100609,Fuhui Inner Mongolia Tugurige Wind Farm Project,"Located on the border with Outer Mongolia, the Tugurige wind farm involves the installation of 66 wind turbines","Inner Mongolia, China",0,0,0,https://statics.reforestum.com/forests/headers/default/11.jpg,FALSE,VCU,NA,0,NA,fuhui-inner-mongolia-tugurige-wind-farm-project,0,
200,300545,Hunan Luantang 1 Mw Hydro Power Project,NA,China,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,hunan-luantang-1-mw-hydro-power-project,0,
200,3005441,"Gs1247 Vpa 116 Improved Kitchen Regimes Multi-Country Poa - Dowa Boreholes, Malawi",NA,Malawi,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-116-improved-kitchen-regimes-multi-country-poa-dowa-boreholes-malawi,0,
200,3005953,Gs1247 Vpa 124 Zoba Anseba Community Safe Water,NA,Eritrea,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-124-zoba-anseba-community-safe-water,0,
200,3007745,300 Mw Wind Power Project In Gujarat By Alfanar Power ,NA,India,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,300-mw-wind-power-project-in-gujarat-by-alfanar-power-,0,
200,30011137,Gs10959 Vpa06 Safe Water Project In Rwanda Vi,NA,Rwanda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs10959-vpa06-safe-water-project-in-rwanda-vi,0,
200,2,Sumatra Merang Peatland,"The threatened peatland of the project, one of the largest in South Sumatra, is at high risk of being converted to commodities production. The climate finance flowing through carbon certificates issued by the project means that such conversion can be prevented, by protecting the area and supporting sustainable livelihoods for local communities.","Musi Banyuasin District, South Sumatra, Indonesia",229340000,229340000,22934000,https://statics.reforestum.com/forests/galleries/Sumatra+Merang/DSCF1237.jpg,FALSE,VCU,,0,NA,sumatra-merang,0,
200,1001218,"Evio Kuiñaji Ese´Eja Cuana, To Mitigate Climate Change, Madre de Dios - Per","Achieved validation to the CCB Standards Second Edition, Climate and Biodiversity Gold Levels, on 09 March 2015.Madre de Dios is the Amazon region with the highest levels of biodiversity in the country, that’s why it earned the title of Biodiversity Capital of Peru  in 1994.","Madre de Dios, Peru",76530000,76530000,76530000,https://statics.reforestum.com/forests/headers/default/09.jpg,FALSE,VCU,NA,0,NA,evio-kuiñaji-ese-eja-cuana-to-mitigate-climate-cha,0,
200,1002242,Installation of wind power project in Rajasthan and Tamil Nadu,"The project activity involves generation of electricity from wind, a renewable source of energy in two different states of India – Rajasthan and Tamil Nadu. The proposed project activity, an initiative by Wind Urja India Private Limited is aimed at generating 50.4 MW of renewable electricity using 63 Wind Turbine Generators (WTGs) of capacity 0.8 MW each - of these 48 WTGs will be installed at Jaisalmer in Rajasthan and 15 WTGs will be installed at Tirunelveli in Tamil Nadu.","Rajasthan, India",0,0,0,https://statics.reforestum.com/forests/headers/default/09.jpg,FALSE,VCU,NA,0,NA,installation-of-wind-power-project-in-rajasthan-an,0,
200,1002498,Afforestation of degraded grasslands in Caazapa and Guairá,"The project consists of 2,716.71 hectares established between 2016 and 2020 with the species Pinus ellioti, Pinus taeda, Eucaliptus urograndis, Eucaliptus urophila and 1,112.55 hectares to be established in the future. The implementation of the project is carried out by Felber Forestal S.A, in charge of the plantation establishment and permanence.","Caazapá, Paraguay",38330000,38330000,38330000,https://statics.reforestum.com/forests/headers/default/03.jpg,FALSE,VCU,NA,0,NA,afforestation-of-degraded-grasslands-in-caazapa-an,0,
200,1002754,"Household Biogas Carbon Offset Project for Clean, Convenient and Efficient Cooking by INSEDA Engineers and Consultants Private Limited (INSEDA-Engg)",NA,"Madhya Pradesh, India",0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/forests/headers/default/10.jpg,FALSE,VCU,NA,0,NA,household-biogas-carbon-offset-project-for-clean-convenient-and-efficient-cooking-by-inseda-engineers-and-consultants-private-limited-inseda-engg-,0,
200,1003010,Macaúbas Landfill Gas Project,"Macaúbas Landfill Gas Project is a landfill gas collection, use and flare project in Brazil. The project’s core idea is to avoid emissions of methane gas to the atmosphere from the landfill called “Central de Tratamento de Resíduos Macaúbas” (hereinafter referred to as CTR Macaúbas) located in the municipality of Sabará in the state of Minas Gerais, Brazil. The project activity comprises the installation of a new active LFG extraction, flaring and electricity generation systems.","Minas Gerais, Brazil",0,0,0,https://statics.reforestum.com/forests/headers/default/11.jpg,FALSE,VCU,NA,0,NA,macaúbas-landfill-gas-project,0,
200,2002016002,Refo-Resta Co2. Fase Iv,"The project ""Refo-Resta Co2. Fase Iv"" is located in Santa María del Campo, in the province of Burgos. With a total area of 7.49 hectares, it is expected to absorb 2087.0 tons of CO2 in 40 years. Extra detealles: Phase IV of reforestation with Quercus ilex, Quercus faginea, Pinus nigra, Pinus pina, Prunus amygdalus, Crataegus monogyna.","Santa María del Campo, Burgos, Spain",70000,70000,70000,https://statics.reforestum.com/forests/galleries/miterd/2002016002_2016-b002_tcm30-179980_2002016002_0_1.jpg,FALSE,VCU,NA,40,0.02710389610389609891,refo-resta-co2.-fase-iv,0,
200,2002022146,Bosque Instituto De Empresa En Ejulve (Teruel),"The project ""Bosque Instituto De Empresa En Ejulve (Teruel)"" is located in Ejulve, in the province of Teruel. With a total area of 6.23 hectares, it is expected to absorb 1373.0 tons of CO2 in 50 years. It is a multi-specific plantation in the ""Monte la Umbria"" area in the municipal term of Ejulve (Teruel).","Ejulve, Teruel, Spain",62300,62300,62300,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,50,0.02003502115861665808,bosque-instituto-de-empresa-en-ejulve-(teruel),0,
200,100354,Assunção Ceramic Fuel Switching Project,"Assunção Ceramic is located in the Aquiraz municipality of the Ceará state in the northeast region of Brazil. The population has more than 60,500 inhabitants, where 50% of them are economically active. In the area of 482.8 km², Acquiraz's economy is based on commercial stores, factories and mainly tourism.","Northeast, Brazil",0,0,0,https://statics.reforestum.com/forests/headers/default/04.jpg,FALSE,VCU,NA,0,NA,assunção-ceramic-fuel-switching-project,0,
200,100610,"4.50 MW Akkihebbal Mini Hydel Scheme, Cauvery Hydro Energy Ltd., India","Akkihebbal Mini Hydel Scheme is proposed across the river, Hemavathy, a tributary to the east flowing river, Cauvery in the southern Indian state, Karnataka. The project activity has an installed capacity of 4.50 MW to generate about 13 MU annually. The project also diverts a part of river flow during floods in the monsoon. The project activity will supply renewable energy into the Southern grid which is predominantly powered by fossil fuel based power plants","Karnataka, India",0,0,0,https://statics.reforestum.com/forests/headers/default/08.jpg,FALSE,VCU,NA,0,NA,4-50-mw-akkihebbal-mini-hydel-scheme-cauvery-hydro,0,
200,3001090,Sayalar Wind Farm Capacity Addition Project,NA,Turkey,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,sayalar-wind-farm-capacity-addition-project,0,
200,3003906,"Biogas Project, Uttarakhand, India",NA,India,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,biogas-project-uttarakhand-india,0,
200,3005186,Gs1247 Vpa 72 Lango Safe Water Project,NA,Uganda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-72-lango-safe-water-project,0,
200,3005698,"40 Mw Wind Power Project At Maliya, Gujarat",NA,India,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,40-mw-wind-power-project-at-maliya-gujarat,0,
200,3005954,Gs1247 Vpa 125 Zoba Anseba Community Safe Water,NA,Eritrea,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-125-zoba-anseba-community-safe-water,0,
200,3,Cordillera Azul National Park,"The Cordillera Azul project addresses the drivers of deforestation in the Peruvian Amazon by funding conservation whilst supporting local communities in their transition to sustainable livelihoods. By properly valuing and paying for the carbon-storing service the forests provide, climate finance in the form of the sale of carbon credit changes the economic incentives by rewarding forest protection to ensure a secure, commercially viable income stream through low-carbon land use.",Central Peru,13000000000,13000000000,13000000000,https://statics.reforestum.com/forests/headers/IMG_2297.jpg,FALSE,VCU,,0,NA,american-dream,0,
200,1001219,Xinjiang Bazhou Haermodun 15MW Hydropower Project,"The proposed project is a run-of-river project and does not involve the construction of any reservoir. The installed capacity of the proposed project is 15MW, consisting of two water turbines of 7.5MW.","Xinjiang, China",0,0,0,https://statics.reforestum.com/forests/headers/default/09.jpg,FALSE,VCU,NA,0,NA,xinjiang-bazhou-haermodun-15mw-hydropower-project,0,
200,1001731,CFL lighting scheme Bachat Lamp Yojana,This project is not registered with VCS. More information on the project can be found at CDM Project ID 3223 https://cdm.unfccc.int/ProgrammeOfActivities/poa_db/CZ59J1XMR8K4ELUS6WY3BA0IVTGQ2F/view,"Telangana, India",0,0,0,https://statics.reforestum.com/forests/headers/default/08.jpg,FALSE,VCU,NA,0,NA,cfl-lighting-scheme-bachat-lamp-yojana,0,
200,1001987,GENNEIA WIND PROJECTS IN ARGENTINA,"The project has a total installed capacity of 247.38 MW and an expected average generation of around 1,093.9 GWh per year, which will be delivered to the SADI; avoiding part of the electricity generated by the grid-connected power plants. Thus, it will contribute to sustainability by increasing the share of renewable energy and reducing GHG emissions PUBLIC COMMENT PERIOD: This project was open for public comment from 11 November – 11 December 2019.","Chubut, Argentina",0,0,0,https://statics.reforestum.com/forests/headers/default/08.jpg,FALSE,VCU,NA,0,NA,genneia-wind-projects-in-argentina,0,
200,1002243,"Wind power project in Madhya Pradesh, India","The project activity involves generation of electricity from wind, a renewable source of energy by setting up a wind power project of capacity 24 MW in Dewas district in the state of Madhya Pradesh, India. The proposed project activity, an initiative by Ratedi Wind Power Private Limited is aimed at generating 24 MW of renewable electricity using 30 Wind Turbine Generators (WTGs)
of capacity 0.8 MW each.",India,0,0,0,https://statics.reforestum.com/forests/headers/default/08.jpg,FALSE,VCU,NA,0,NA,wind-power-project-in-madhya-pradesh-india,0,
200,1002499,Guangzhou Huadu Shiling LFG Power Generation Project,"Guangzhou Huadu Shiling LFG Power Generation Project (hereinafter referred to as the Project) is located at Shiling landfill site in Huadu district, Guangzhou city, Guangdong province, P.R China. The purpose of the project is to utilize landfill gas (LFG), which consists mainly of methane, for electricity generation. It includes LFG collection system, LFG pre-treatment system and electricity generation system.","Guangdong Province, China",0,0,0,https://statics.reforestum.com/forests/headers/default/13.jpg,FALSE,VCU,NA,0,NA,guangzhou-huadu-shiling-lfg-power-generation-proje,0,
200,2002021123,Proyecto De Restauración Forestal Y Mejoras En La Finca “Monte Del Marques”,"The project ""Project for Forest Restoration and Improvements In La Finca ""Monte Del Marques"", Término Municipal De Carmenes (León)"" is located in Carmenes, in the province of León. With a total area of 92.77 hectares, it is expected to absorb 14964.0 tons of CO2 in 50 years.","Carmenes, León, Spain",930000,930000,930000,https://statics.reforestum.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,50,0.01462756598240469094,proyecto-de-restauración-forestal-y-mejoras-en-la-,0,
200,2002022147,"Bosque Caja Rural Zamora En Caminomorisco, Fondo De Educación Y Promoción","The project ""Bosque Caja Rural Zamora In Caminomorisco, Fondo de Educación y Promoción"" is located in Caminomorisco, in the province of Cáceres. With a total area of 50.46 hectares, it is expected to absorb 19650.0 tons of CO2 in 50 years.","Caminomorisco, Cáceres, Spain",504600,504600,504600,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/forests/galleries/miterd/miterd_default.jpg,FALSE,VCU,NA,50,0.03540157820776132502,"bosque-caja-rural-zamora-en-caminomorisco,-fondo-de-educación-y-promoción",0,
200,100355,Inner Mongolia Baotou Bayin Wind Power Project,"Inner Mongolia Baotou Bayin Wind Power Project is a grid connected renewable energy project developed by Longyuan (Baotou) Wind Power Co., Ltd. The project located in Damao United Banner (County), Baotou City, Inner Mongolia Autonomous Region, China. The purpose of the project is generated electricity using wind power resources in the project region and sell into North China Power Grid (NCPG) which is predominated by fossil fuel-fired power plants.","Inner Mongolia, China",0,0,0,https://statics.reforestum.com/forests/headers/default/03.jpg,FALSE,VCU,NA,0,NA,inner-mongolia-baotou-bayin-wind-power-project,0,
200,100611,"12.5 MW wind power project in Maharashtra, India by KRBL Limited","The project activity involves commissioning and operation of 10 x 1.25 MW, Suzlon Wind Electric Generators (WEGs) in Dhule district of Maharashtra. Annually the Green House Gas (GHG) emission reductions from this project activity, accounts for 196,44 tCO2e (tonnes of carbon dioxide equivalent).The Wind mill has generation capacity of about 12.5 MW and entire electricity generated approximately 21.90 million KWh per annum is fed to the State Electricity Board which is the part of Western Grid.",India,0,0,0,https://statics.reforestum.com/forests/headers/default/09.jpg,FALSE,VCU,NA,0,NA,12-5-mw-wind-power-project-in-maharashtra-india-by,0,
200,300547,Gansu Nanyangshan 1.26Mw Hydro Power Project,NA,China,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gansu-nanyangshan-1-26mw-hydro-power-project,0,
200,3001091,42 Mw Amasya Wind Power Project,NA,Turkey,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,42-mw-amasya-wind-power-project,0,
200,3001347,Dak Pone Hydropower Project,NA,Viet Nam,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,dak-pone-hydropower-project,0,
200,3005187,Gs1247 Vpa 73 Lango Safe Water Project,NA,Uganda,0,0,0,https://reforestum-static-images.s3.eu-central-1.amazonaws.com/logos/gs_default_logo.jpg,FALSE,VCU,NA,50,NA,gs1247-vpa-73-lango-safe-water-project,0,
